full_name,rating,jersey,team,position,b_day,height,weight,salary,country,draft_year,draft_round,draft_peak,college,DELETE,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,standing_dunk_t,driving_dunk_t,flashy_dunk_t,alley_oop_t,putback_dunk_t,crash_t,driving_layup_t,spin_layup_t,hop_step_layup_t,euro_step_layup_t,floater_t,step_through_shot_t,shot_under_basket_t,shot_close_t,shot_close_left_t,shot_close_middle_t,shot_close_right_t,shot_mid_t,spot_up_shot_mid_t,off_screen_shot_mid_t,shot_3pt_t,spot_up_shot_3pt_t,off_screen_shot_3pt_t,contested_jumper_mid_t,contested_jumper_3pt_t,stepback_jumper_mid_t,stepback_jumper_3pt_t,spin_jumper_t,transition_pull_up_3pt_t,drive_pull_up_3pt_t,drive_pull_up_mid_t,use_glass_t,triple_threat_pump_fake_t,triple_threat_jab_step_t,triple_threat_idle_t,triple_threat_shoot_t,setup_with_sizeup_t,setup_with_hesitation_t,no_setup_dribble_t,drive_t,spot_up_drive_t,off_screen_drive_t,drive_right_t,driving_crossover_t,driving_spin_t,driving_step_back_t,driving_half_spin_t,driving_double_crossover_t,driving_behind_the_back_t,driving_dribble_hesitation_t,driving_in_and_out_t,no_driving_dribble_move_t,attack_strong_on_drive_t,shoot_t,touches_t,roll_vs_pop_t,transition_spot_up_t,iso_vs_elite_defender_t,iso_vs_good_defender_t,iso_vs_average_defender_t,iso_vs_poor_defender_t,play_discipline_t,post_up_t,post_shimmy_shot_t,post_face_up_t,post_back_down_t,post_aggressive_backdown_t,shoot_from_post_t,post_hook_left_t,post_hook_right_t,post_fade_left_t,post_fade_right_t,post_up_and_under_t,post_hop_shot_t,post_step_back_shot_t,post_drive_t,post_spin_t,post_drop_step_t,post_hop_step_t,dish_to_open_man_t,flashy_pass_t,alley_oop_pass_t,pass_interception_t,take_charge_t,on_ball_steal_t,contest_shot_t,block_shot_t,foul_t,hard_foul_t
DeMarcus Cousins,86,#0,,C,08/13/90,6-10 / 2.08,270 lbs. / 122.5 kg.,"$3,500,000",USA,2010,1,5,Kentucky,DeMarcus Cousins,97,94,93,98,88,98,95,97,85,97,94,97,96,98,88,88,85,97,98,90,95,84,83,80,72,84,86,79,86,75,79,77,83,65,72,84,85,92,98,30,97,100,95,95,95,80,0,35,10,20,20,5,47,55,90,19,14,67,90,55,64,30,5,0,60,65,35,0,10,0,0,0,15,55,0,75,0,0,20,80,30,30,30,53,0,0,0,0,0,0,0,0,75,80,98,99,99,0,2,23,35,70,99,76,20,35,50,40,57,40,30,40,0,25,10,10,20,25,40,25,20,30,10,20,40,55,68,64,84,65
Andre Drummond,86,#0,Cleveland Cavaliers,C,08/10/93,6-10 / 2.08,270 lbs. / 122.5 kg.,"$27,093,018",USA,2012,1,9,UConn,Andre Drummond,97,47,42,98,75,95,88,98,95,95,94,95,70,85,54,48,95,98,98,98,79,27,45,52,49,70,92,52,92,80,52,90,85,71,86,90,90,97,98,55,96,80,100,100,99,100,0,20,0,0,0,5,64,73,40,22,3,75,0,10,0,0,25,0,6,6,0,0,0,0,0,0,40,85,0,30,40,0,0,0,40,30,75,90,0,0,0,0,0,0,0,0,99,95,65,75,99,0,15,15,25,35,99,40,0,0,75,10,80,79,90,0,8,20,0,0,45,0,50,90,5,10,0,82,10,64,95,47,70,68
Draymond Green,86,#23,Golden State Warriors,F,03/04/90,6-6 / 1.98,230 lbs. / 104.3 kg.,"$18,539,130",USA,2012,2,35,Michigan State,Draymond Green,88,84,84,95,80,85,82,55,75,75,76,82,79,98,79,79,79,90,98,98,88,76,77,84,73,92,95,86,95,97,86,92,96,80,84,98,95,80,82,60,95,85,80,40,85,45,5,35,25,40,35,40,70,54,30,11,38,51,30,68,72,75,25,92,35,68,15,2,15,3,1,16,0,55,0,75,0,0,0,100,60,60,60,50,0,0,0,0,0,0,0,0,75,30,65,47,20,15,0,3,5,10,2,8,0,20,25,15,7,0,5,10,20,15,15,15,35,0,0,8,62,10,10,68,76,68,80,72,92,68
Jrue Holiday,86,#11,New Orleans Pelicans,G,06/12/90,6-3 / 1.91,180 lbs. / 81.6 kg.,"$26,131,111",USA,2009,1,17,UCLA,Jrue Holiday,88,83,75,85,77,90,85,25,40,60,40,30,72,81,79,83,68,49,90,86,75,79,86,80,76,80,34,89,90,82,86,87,72,63,57,72,90,41,52,95,89,40,10,10,10,10,25,75,75,80,85,85,92,45,60,15,23,62,75,76,44,65,35,35,70,25,50,8,25,4,5,7,15,5,5,80,10,30,30,40,85,85,85,52,75,25,50,50,25,15,75,50,99,60,70,81,0,15,3,28,43,85,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,79,55,40,72,60,76,60,44,35,25
Nikola Vucevic,86,#9,Orlando Magic,C,10/24/90,6-11 / 2.11,240 lbs. / 108.9 kg.,"$28,000,000",Montenegro,2011,1,16,USC,Nikola Vucevic,88,79,79,98,77,96,76,83,53,84,88,82,75,92,60,44,43,85,93,77,79,30,33,52,68,80,69,39,72,58,47,55,64,44,68,64,48,74,88,98,86,70,70,0,50,20,10,20,0,0,0,15,76,34,70,17,1,82,30,55,0,45,60,0,56,30,0,0,0,0,0,0,35,85,85,5,85,0,0,0,35,40,55,75,0,0,0,0,0,0,0,0,99,75,75,85,75,0,0,0,10,20,99,55,10,0,68,60,90,60,88,50,34,35,25,0,45,0,35,20,25,0,15,72,10,32,76,44,60,65
John Wall,86,#2,Washington Wizards,G,09/06/90,6-4 / 1.93,195 lbs. / 88.5 kg.,"$38,199,000",USA,2010,1,1,Kentucky,John Wall,97,95,93,50,88,95,98,40,98,85,68,35,78,95,99,99,95,70,98,90,84,99,93,89,95,96,38,93,93,86,97,97,76,95,62,86,95,32,50,25,98,0,100,100,100,5,25,60,55,65,80,35,32,52,35,10,27,63,45,50,45,45,75,30,76,15,55,20,20,0,0,30,25,55,55,0,25,10,45,10,75,60,75,75,40,30,30,35,35,30,45,20,90,85,85,90,0,0,60,60,70,80,25,10,0,0,10,0,55,0,0,6,33,0,20,0,25,0,0,0,55,50,95,64,20,91,75,28,40,15
Jayson Tatum,85,#0,Boston Celtics,F,03/03/98,6-8 / 2.03,204 lbs. / 92.5 kg.,"$7,830,000",USA,2017,1,3,Duke,Jayson Tatum,95,96,95,97,92,98,95,50,95,96,57,50,68,84,94,94,92,60,95,75,80,89,86,74,40,85,50,87,90,79,92,92,70,92,61,70,95,39,69,30,97,85,100,100,50,5,25,80,0,0,0,10,0,43,25,7,49,44,25,60,55,35,75,40,75,20,65,0,40,0,0,50,15,5,5,50,0,0,5,0,75,60,45,75,20,0,45,0,0,0,30,0,75,40,60,75,0,65,20,20,30,40,45,10,5,5,30,15,75,5,11,42,35,25,10,15,20,10,0,0,20,15,5,55,10,60,60,30,50,35
Trae Young,85,#11,Atlanta Hawks,G,09/19/98,6-1 / 1.85,180 lbs. / 81.6 kg.,"$6,273,000",USA,2018,1,5,Oklahoma,Trae Young,92,93,95,95,85,98,94,25,30,92,34,28,60,95,93,93,84,50,98,85,85,93,92,92,97,94,31,79,82,59,86,80,63,75,37,59,80,65,69,50,96,0,0,0,25,5,25,65,60,65,30,45,23,43,40,3,6,91,35,55,55,90,99,45,35,85,75,35,25,15,20,30,15,45,85,10,75,25,25,25,80,55,45,75,50,40,60,25,25,35,70,50,90,75,90,90,0,75,35,35,45,55,10,0,0,0,0,0,10,2,4,17,21,0,35,0,0,0,0,0,35,50,10,59,0,44,40,16,40,35
Eric Bledsoe,85,#6,Milwaukee Bucks,G,12/09/89,6-1 / 1.85,195 lbs. / 88.5 kg.,"$15,625,000",USA,2010,1,18,Kentucky,Eric Bledsoe,97,90,89,50,88,95,96,25,95,75,28,25,40,88,94,94,95,55,95,92,74,94,92,90,80,90,59,96,97,82,96,92,82,90,56,83,98,38,60,30,95,0,95,95,95,10,15,75,60,50,60,55,21,49,30,6,29,65,5,55,45,60,80,45,56,40,65,65,40,12,15,10,5,55,55,15,45,15,45,20,80,60,60,55,60,20,25,10,35,30,35,15,90,85,70,80,20,50,15,15,25,35,70,5,0,25,15,5,45,2,5,34,34,0,20,0,40,0,0,0,45,40,75,75,10,45,70,25,60,45
Clint Capela,85,#15,Atlanta Hawks,C,05/18/94,6-10 / 2.08,211 lbs. / 95.7 kg.,"$16,896,552",Switzerland,2014,1,25,,Clint Capela,92,60,25,95,78,85,82,95,80,88,74,89,48,98,58,57,89,90,92,97,81,30,48,34,33,35,89,53,92,74,60,74,70,58,95,95,95,98,98,65,94,80,80,15,99,40,10,60,0,0,0,5,0,85,25,27,7,66,0,10,0,0,0,0,3,0,0,0,0,0,0,0,20,5,5,50,0,0,0,0,45,30,75,95,0,0,0,0,0,0,0,0,99,85,60,55,99,0,0,0,5,15,99,10,0,35,15,5,80,41,45,0,0,5,25,0,10,25,30,15,15,0,0,45,20,35,90,55,65,65
Tobias Harris,85,#12,Philadelphia 76ers,F,07/15/92,6-8 / 2.03,226 lbs. / 102.5 kg.,"$32,742,000",USA,2011,1,19,Tennessee,Tobias Harris,88,89,91,98,87,98,88,65,70,84,84,70,70,95,78,74,79,73,95,85,80,72,86,79,47,80,79,79,79,69,80,79,67,59,69,68,75,70,78,60,91,45,80,30,50,5,5,30,0,0,0,15,37,31,60,9,26,65,15,55,50,50,90,40,36,56,5,0,20,0,0,20,15,70,70,10,0,5,5,15,80,35,40,75,0,0,0,0,0,0,0,0,99,65,60,85,20,65,20,20,30,40,85,20,5,35,20,10,60,15,15,45,15,0,25,0,40,35,25,25,35,10,40,45,10,40,70,25,50,45
Al Horford,85,#42,Philadelphia 76ers,C-F,06/03/86,6-9 / 2.06,246 lbs. / 111.6 kg.,"$28,000,000",Dominican Republic,2007,1,3,Florida,Al Horford,95,95,80,96,82,85,74,80,61,60,87,87,86,84,53,48,69,90,93,85,70,33,50,75,70,88,92,63,92,93,67,70,85,42,84,96,90,87,88,85,88,55,75,0,50,15,5,70,0,0,0,5,0,38,45,12,21,67,10,65,20,35,85,10,15,5,0,0,0,0,0,0,25,5,5,50,0,0,0,0,45,15,40,90,0,0,0,0,0,0,0,0,99,65,55,75,20,25,0,0,10,20,75,80,10,30,20,0,90,41,60,51,47,30,0,10,30,0,15,15,45,15,25,51,0,34,80,49,45,72
Zach LaVine,85,#8,Chicago Bulls,G,03/10/95,6-6 / 1.98,181 lbs. / 82.1 kg.,"$19,500,000",USA,2014,1,13,UCLA,Jason Richardson,78,76,78,98,78,85,80,75,86,59,57,55,68,98,78,77,90,54,98,98,59,70,78,69,58,78,57,67,70,77,70,70,74,70,55,74,65,55,69,98,87,90,100,100,10,5,15,30,20,30,35,15,30,10,10,7,2,4,50,66,53,85,70,33,40,30,50,7,25,4,4,19,20,4,5,85,75,65,65,55,70,70,70,53,50,25,70,0,0,15,50,35,99,60,78,75,0,15,1,15,23,45,3,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,64,15,5,62,45,66,60,53,33,30
Kyle Lowry,85,#7,Toronto Raptors,G,03/25/86,6-0 / 1.83,205 lbs. / 93 kg.,"$33,296,296",USA,2006,1,24,Villanova,Shane Battier,77,77,85,95,84,65,80,35,75,36,54,65,61,85,70,58,70,68,95,94,78,59,68,65,45,71,70,85,89,89,84,85,91,79,65,91,90,48,52,73,81,40,75,75,25,15,15,25,64,58,63,60,53,36,10,8,89,3,10,99,72,55,70,60,0,76,0,6,0,2,4,4,0,55,0,75,0,0,0,100,25,25,25,51,0,0,0,0,0,0,0,0,75,25,40,35,0,15,0,0,0,0,3,0,0,15,0,0,0,50,0,15,15,5,5,5,0,0,0,3,31,10,5,86,88,78,72,72,60,76
Khris Middleton,85,#22,Milwaukee Bucks,F,08/12/91,6-7 / 2.01,217 lbs. / 98.4 kg.,"$30,603,448",USA,2012,2,39,Texas A&M,Jerome Kersey,72,56,54,94,77,80,78,77,85,74,60,55,68,72,75,75,80,76,85,80,83,68,65,59,51,53,65,74,74,85,78,75,80,65,60,80,80,74,80,75,87,77,97,97,90,66,30,97,71,83,84,78,77,45,33,22,57,21,36,62,35,0,8,47,36,60,38,4,38,6,3,9,22,36,62,38,18,67,67,33,65,65,65,52,67,40,20,0,7,48,0,0,41,65,61,61,86,0,0,5,8,15,3,40,60,40,50,50,50,50,15,50,50,33,15,15,25,60,35,25,51,40,20,61,39,62,35,35,47,60
Chris Paul,85,#3,Oklahoma City Thunder,G,05/06/85,6-1 / 1.85,175 lbs. / 79.4 kg.,"$38,506,482",USA,2005,1,4,Wake Forest,Bob Sura,77,79,78,98,84,80,80,57,85,77,52,37,57,77,80,80,94,58,88,79,76,80,85,79,55,77,52,75,71,74,75,69,81,67,48,81,47,52,55,98,81,5,30,85,75,15,40,55,55,75,75,70,83,0,5,0,0,0,35,68,41,65,45,56,0,81,0,0,25,0,0,0,20,5,25,50,50,50,30,20,65,0,0,50,45,15,30,15,10,5,35,20,90,65,78,62,0,0,0,0,0,0,0,2,10,10,30,0,2,10,0,0,0,15,0,0,10,5,10,10,50,40,15,76,60,68,45,41,56,81
John Collins,84,#20,Atlanta Hawks,F,09/23/97,6-9 / 2.06,225 lbs. / 102.1 kg.,"$2,686,560",USA,2017,1,19,Wake Forest,Thaddeus Young,94,90,80,97,62,78,77,53,77,74,78,81,74,78,70,61,81,68,86,83,85,48,65,34,43,63,82,67,80,79,68,80,68,71,50,68,80,80,80,60,81,85,85,15,75,35,30,30,0,0,0,15,14,53,40,14,40,46,10,50,40,25,60,10,5,5,0,0,5,0,0,0,25,50,75,20,0,0,25,15,50,15,45,25,0,0,0,0,0,0,0,0,99,55,50,60,55,0,5,5,15,25,99,45,10,50,5,0,75,42,41,8,0,10,25,0,50,30,15,25,35,15,5,73,40,72,70,24,50,60
Buddy Hield,84,#24,Sacramento Kings,G,12/17/93,6-4 / 1.93,212 lbs. / 96.2 kg.,"$4,861,207",The Bahamas,2016,1,6,Oklahoma,Darius Miles,58,56,57,75,76,85,82,82,85,76,69,55,75,86,83,83,95,60,95,95,75,68,75,60,34,62,63,75,72,74,77,72,53,78,79,53,75,60,76,80,81,40,50,75,75,25,10,45,78,83,75,78,84,0,15,0,0,0,20,60,40,20,40,50,75,50,50,0,30,0,0,0,35,15,30,15,40,20,20,60,60,60,60,47,40,35,50,0,0,0,35,10,99,70,62,76,30,0,2,25,38,75,0,0,0,0,0,0,0,0,35,75,0,0,0,0,0,0,0,0,50,55,5,55,35,60,40,40,50,50
Kyle Kuzma,84,#0,Los Angeles Lakers,F,07/24/95,6-8 / 2.03,221 lbs. / 100.2 kg.,"$1,974,600",USA,2017,1,27,Utah,Isaiah Rider,78,80,83,80,80,85,85,55,93,69,80,44,58,90,82,83,95,55,94,75,84,71,76,70,60,70,59,70,64,64,74,68,71,72,45,71,65,46,51,85,85,40,55,90,95,50,35,75,85,95,85,65,95,30,30,4,4,5,20,91,63,40,35,28,55,55,45,4,35,5,5,11,32,5,20,50,25,40,30,30,95,95,95,49,65,30,60,30,15,0,75,50,90,70,55,50,20,0,3,33,50,99,3,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,60,60,10,99,55,88,90,63,28,55
Jamal Murray,84,#27,Denver Nuggets,G,02/23/97,6-4 / 1.93,201 lbs. / 91.2 kg.,"$4,444,746",Canada,2016,1,7,Kentucky,Sam Mitchell,86,87,70,96,83,80,60,65,70,65,68,73,74,98,65,65,77,75,95,96,80,47,66,58,42,57,66,66,69,79,63,68,85,51,54,85,65,64,68,98,81,50,67,67,57,45,30,67,66,73,74,68,66,35,20,4,3,6,35,42,21,5,0,45,31,50,28,4,28,6,3,9,43,31,48,48,17,32,32,56,1,1,1,60,32,32,16,0,0,0,0,0,67,52,45,40,2,0,0,0,0,0,3,20,35,50,25,35,45,50,5,45,45,20,15,15,40,20,15,15,42,14,10,44,85,38,21,21,45,50
Louis Williams,84,#23,Los Angeles Clippers,G,10/27/86,6-1 / 1.85,175 lbs. / 79.4 kg.,"$8,000,000",USA,2005,2,45,,DeMarcus Cousins,84,77,62,90,68,69,78,89,76,77,82,85,85,89,57,56,65,88,92,64,85,54,66,54,64,78,64,42,64,68,43,62,70,70,77,74,39,80,82,95,87,65,15,40,80,80,0,35,10,20,20,5,47,62,90,7,4,0,90,55,64,1,68,84,62,65,4,7,10,0,5,0,15,5,15,30,50,0,20,80,30,2,8,53,20,0,0,0,0,0,20,0,80,70,98,99,50,0,1,6,0,3,2,76,20,35,50,40,57,40,35,10,5,30,10,10,20,25,40,25,70,30,10,20,40,55,68,64,84,65
Marvin Bagley,83,#35,Sacramento Kings,F,03/14/99,6-11 / 2.11,235 lbs. / 106.6 kg.,"$8,556,120",USA,2018,1,2,Duke,Joe Smith,84,81,62,85,81,85,69,85,65,54,83,75,78,80,73,70,80,74,91,80,85,46,50,52,47,63,76,50,70,74,54,52,83,54,75,83,60,82,74,80,93,85,84,84,87,43,5,84,75,71,84,75,85,35,73,4,3,6,63,51,20,15,20,17,35,22,3,4,59,6,3,9,48,57,56,40,50,22,41,52,47,4,3,58,41,41,21,0,4,16,15,38,63,46,88,57,10,6,5,4,10,5,3,90,75,55,65,45,75,50,50,50,50,53,40,40,75,75,50,45,60,33,20,54,11,51,20,20,17,22
Bojan Bogdanovic,83,#44,Utah Jazz,G-F,04/18/89,6-8 / 2.03,216 lbs. / 98 kg.,"$17,000,000",Croatia,2011,2,31,,Corliss Williamson,88,72,51,78,73,50,80,55,75,70,72,56,60,80,64,64,75,86,95,90,80,58,68,60,66,64,69,69,74,81,75,70,82,62,47,81,75,70,74,95,81,0,55,70,15,10,23,55,35,60,65,40,73,35,45,4,3,6,10,30,30,0,25,15,30,10,0,0,5,0,0,0,17,5,10,90,10,20,40,60,78,75,75,62,15,25,5,0,0,0,0,0,35,35,35,40,99,0,0,0,0,0,99,5,0,10,5,0,35,0,0,5,5,8,5,10,20,0,0,3,30,10,5,62,43,68,76,32,46,31
Malcolm Brogdon,83,#7,Indiana Pacers,G,12/11/92,6-5 / 1.96,223 lbs. / 101.2 kg.,"$20,000,000",USA,2016,2,36,Virginia,Julius Randle,81,71,74,97,69,94,84,81,76,85,75,75,56,91,69,72,65,83,91,91,85,64,68,51,58,70,63,49,65,69,63,48,71,34,52,71,56,58,76,95,83,60,75,15,50,30,15,20,0,0,0,10,38,59,55,17,14,69,5,55,35,5,60,15,40,10,0,0,0,0,0,0,10,5,0,55,30,0,15,0,50,35,55,25,15,0,0,0,0,0,0,0,99,55,75,80,25,0,15,15,25,35,99,60,5,55,0,0,80,47,29,55,66,40,25,0,40,35,50,35,40,25,15,42,10,43,84,28,90,60
Danilo Gallinari,83,#8,Oklahoma City Thunder,F,08/08/88,6-10 / 2.08,225 lbs. / 102.1 kg.,"$22,615,559",Italy,2008,1,6,,Deandre Ayton,87,73,57,97,72,77,76,87,72,61,72,72,66,79,72,62,79,79,87,73,85,52,57,50,35,67,75,46,75,72,58,66,82,38,63,78,62,77,84,95,92,90,70,20,75,45,15,20,0,0,0,5,60,51,45,16,2,82,15,0,0,15,40,0,15,0,0,0,0,0,0,0,35,0,20,45,30,0,0,99,45,40,55,75,0,0,0,0,0,0,0,0,99,80,70,75,80,75,0,0,5,15,85,35,0,0,60,0,90,45,50,30,20,50,20,0,0,70,20,20,10,25,5,45,10,55,65,65,55,60
Montrezl Harrell,83,#5,Los Angeles Clippers,F,01/26/94,6-7 / 2.01,253 lbs. / 114.8 kg.,"$6,000,000",USA,2015,2,32,Louisville,Chandler Parsons,76,79,84,79,69,64,83,49,74,65,64,54,67,81,69,64,74,65,83,79,81,69,76,79,67,72,56,72,76,75,70,72,79,64,59,79,74,40,62,80,81,0,70,0,25,10,15,45,30,15,5,20,0,82,30,5,7,3,15,55,50,45,50,40,30,30,15,15,25,5,5,10,15,5,35,55,0,0,0,15,55,35,50,75,10,0,0,0,0,0,15,0,70,40,52,60,0,15,0,5,5,25,55,5,0,50,10,5,75,0,0,51,33,18,0,25,25,0,0,0,50,25,30,62,68,38,68,16,56,35
Kevin Love,83,#0,Cleveland Cavaliers,F,09/07/88,6-8 / 2.03,260 lbs. / 117.9 kg.,"$28,942,830",USA,2008,1,5,UCLA,Ron Harper,74,74,75,77,70,70,74,40,60,61,51,36,55,82,77,77,77,56,90,82,84,79,80,70,61,69,42,89,74,88,87,52,87,83,52,87,90,47,46,95,85,40,60,60,0,56,20,60,64,67,66,66,68,36,20,4,2,3,60,27,33,20,18,35,29,35,1,4,1,3,5,10,8,32,65,37,1,57,50,32,59,59,59,51,67,40,35,5,5,30,5,60,33,57,45,40,35,0,1,8,12,24,2,35,35,25,40,40,40,50,15,40,40,20,0,0,50,40,15,8,59,48,45,79,34,81,33,33,35,35
Lauri Markkanen,83,#24,Chicago Bulls,F-C,05/22/97,7-0 / 2.13,240 lbs. / 108.9 kg.,"$5,300,400",Finland,2017,1,7,Arizona,Clark Kellogg,80,84,70,80,75,85,65,70,55,60,84,84,85,78,61,56,68,69,90,85,78,44,54,50,66,54,80,48,75,77,48,65,72,68,70,76,65,80,81,75,82,45,80,80,45,55,0,63,10,10,20,5,58,28,65,8,4,1,90,70,70,2,68,44,28,78,4,8,15,1,11,1,25,20,25,5,50,0,0,100,40,6,17,52,0,0,0,0,0,0,0,0,99,65,80,74,20,0,2,11,1,6,4,56,50,75,45,40,46,5,5,35,40,40,35,35,25,5,5,20,60,5,0,50,72,70,68,70,44,78
Jusuf Nurkic,83,#27,Portland Trail Blazers,C,08/23/94,7-0 / 2.13,290 lbs. / 131.5 kg.,"$12,000,000",Bosnia and Herzegovina,2014,1,16,,Malcolm Brogdon,60,76,83,98,87,87,81,37,72,67,37,41,42,81,74,74,69,53,95,90,80,74,83,80,80,80,62,74,74,76,78,71,79,37,37,78,62,40,51,98,85,0,45,0,25,10,20,65,0,0,0,50,0,58,30,5,50,45,10,50,50,40,75,40,20,20,20,10,0,5,10,5,45,5,5,50,0,10,15,10,45,40,40,95,55,22,35,0,0,8,25,20,40,30,55,70,0,50,5,5,15,25,70,5,0,0,0,0,10,12,11,20,28,0,20,0,20,0,0,0,70,5,40,70,10,61,42,14,65,45
Julius Randle,83,#30,New York Knicks,F,11/29/94,6-8 / 2.03,250 lbs. / 113.4 kg.,"$18,000,000",USA,2014,1,7,Kentucky,Jamario Moon,78,73,74,95,75,80,77,65,91,51,41,54,66,94,74,74,95,47,95,92,95,68,74,64,26,58,47,70,75,54,72,70,64,58,62,78,65,44,57,94,81,75,100,100,75,60,25,20,5,0,0,5,0,28,35,2,13,3,10,50,38,45,30,30,16,26,0,0,0,3,0,0,0,0,0,50,0,0,0,0,30,50,65,95,0,0,0,0,0,0,0,0,75,40,42,40,35,0,0,0,0,0,99,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,5,0,47,50,42,99,33,74,35
Marc Gasol,82,#33,Toronto Raptors,C,01/29/85,6-11 / 2.11,265 lbs. / 120.2 kg.,"$25,595,700",Spain,2007,2,48,,Montrezl Harrell,81,77,37,98,61,95,81,92,82,87,78,76,73,79,59,54,72,91,87,95,80,29,32,32,44,52,77,44,81,68,49,61,74,43,77,84,72,68,64,95,83,75,80,55,75,30,5,62,0,0,0,5,35,74,50,11,3,86,5,20,0,0,25,0,16,30,0,0,0,0,0,0,25,5,5,50,0,0,0,0,30,55,75,90,0,0,0,0,0,0,0,0,99,85,70,75,99,0,0,0,10,20,99,60,0,35,15,5,90,22,31,0,0,20,0,0,40,35,20,30,20,0,0,31,60,43,78,48,80,45
Steven Adams,82,#12,Oklahoma City Thunder,C,07/20/93,6-11 / 2.11,255 lbs. / 115.7 kg.,"$25,842,697",New Zealand,2013,1,12,Pittsburgh,Jamal Crawford,73,76,76,95,78,85,84,30,55,60,55,30,62,95,83,83,79,44,95,95,76,80,93,74,67,74,48,68,69,73,70,73,78,57,40,78,50,35,45,98,81,0,35,0,0,5,25,40,65,60,55,85,0,15,40,2,10,7,30,60,60,45,55,55,75,65,20,5,15,15,25,30,20,65,65,25,55,80,50,0,50,35,35,75,70,35,70,60,50,50,65,35,60,40,65,80,0,25,5,5,25,45,10,0,0,0,0,0,10,2,14,14,14,0,20,0,0,0,0,0,60,45,55,58,35,38,35,14,38,30
Deandre Ayton,82,#22,Phoenix Suns,C,07/23/98,6-11 / 2.11,250 lbs. / 113.4 kg.,"$9,562,920",The Bahamas,2018,1,1,Arizona,Zhou Qi,82,78,72,98,80,53,66,85,60,74,77,78,77,84,49,44,72,72,80,89,80,38,48,44,43,51,78,42,80,66,38,59,75,68,84,88,65,80,80,98,81,75,75,10,75,45,5,45,5,5,5,10,45,83,50,8,10,3,10,50,40,30,40,40,20,0,0,0,0,0,0,0,15,55,25,50,0,0,0,0,30,20,20,50,0,0,0,0,0,0,0,0,99,45,55,55,35,10,0,0,0,0,99,14,0,0,35,20,55,18,14,18,0,18,0,0,5,0,10,5,35,0,0,64,75,53,83,72,82,74
Spencer Dinwiddie,82,#8,Brooklyn Nets,G,04/06/93,6-5 / 1.96,205 lbs. / 93 kg.,"$10,605,600",USA,2014,2,38,Colorado,Kendrick Nunn,85,79,87,65,89,85,85,25,85,59,40,42,47,75,80,80,85,55,95,70,80,77,80,82,68,82,35,80,78,60,84,77,52,82,45,57,75,34,38,85,81,0,85,85,25,25,25,30,0,0,0,40,9,39,40,17,61,22,10,40,40,25,65,35,30,20,0,0,0,0,0,0,10,5,5,50,0,0,0,15,55,65,65,75,15,5,5,0,0,0,5,5,99,20,35,48,55,0,0,0,0,0,99,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,45,40,0,68,60,78,50,15,55,30
Jaren Jackson,82,#13,Memphis Grizzlies,F-C,09/15/99,6-11 / 2.11,242 lbs. / 110 kg.,"$6,699,960",USA,2018,1,4,Michigan State,Marvin Bagley III,83,77,71,90,66,82,77,82,82,67,72,79,72,74,70,71,83,62,87,77,97,61,59,44,28,57,63,46,59,66,54,57,76,34,69,70,37,74,75,95,87,55,75,5,50,30,25,30,0,0,0,10,46,47,35,24,17,59,25,65,35,20,70,40,35,20,0,0,0,0,10,0,35,55,0,50,55,0,5,0,50,30,30,25,0,0,0,0,0,0,0,0,99,65,70,70,20,90,25,25,35,45,99,20,10,55,5,0,80,35,40,10,5,20,0,35,45,35,0,0,25,15,0,66,0,64,68,79,50,45
Paul Millsap,82,#4,Denver Nuggets,F-C,02/10/85,6-7 / 2.01,250 lbs. / 113.4 kg.,"$30,350,000",USA,2017,2,47,Louisiana Tech,Paul Pierce,79,71,80,88,74,88,79,35,60,67,69,42,80,83,64,62,62,72,94,66,92,60,72,60,60,70,59,75,71,77,70,70,74,54,40,74,70,25,50,95,94,40,10,45,15,20,45,50,40,60,55,35,76,35,20,4,3,6,40,90,45,60,60,58,50,60,90,4,45,6,3,9,40,15,15,25,45,60,10,30,60,60,60,47,30,50,0,30,0,0,70,0,99,60,75,88,0,15,3,32,48,95,3,10,30,40,30,20,8,0,5,40,40,33,35,35,10,20,0,18,70,20,5,58,68,66,62,45,58,60
